season,matchweek,home_club,away_club,final_score,goal_club,goal_score,goal_scorer,minute
1992-1993,12,Sheff Wed,Oldham Athletic,2:1,away,2:1,Mike Milligan,44
1992-1993,12,Southampton,Wimbledon FC,2:2,away,0:1,Steve Cotterill,50
1992-1993,12,Southampton,Wimbledon FC,2:2,home,1:1,Iain Dowie,57
1992-1993,12,Southampton,Wimbledon FC,2:2,away,1:2,Steve Cotterill,67
1992-1993,12,Southampton,Wimbledon FC,2:2,home,2:2,Perry Groves,83
1992-1993,12,Spurs,Middlesbrough,2:2,away,0:1,Robbie Mustoe,1
1992-1993,12,Spurs,Middlesbrough,2:2,away,0:2,Neil Ruddock,32
1992-1993,12,Spurs,Middlesbrough,2:2,home,1:2,Teddy Sheringham,70
1992-1993,12,Spurs,Middlesbrough,2:2,home,2:2,Nick Barmby,73
1992-1993,12,Man Utd,Liverpool,2:2,away,0:1,Don Hutchison,23
1992-1993,12,Man Utd,Liverpool,2:2,away,0:2,Ian Rush,44
1992-1993,12,Man Utd,Liverpool,2:2,home,1:2,Mark Hughes,78
1992-1993,12,Man Utd,Liverpool,2:2,home,2:2,Mark Hughes,90
1992-1993,13,Arsenal,Everton,2:0,home,1:0,Ian Wright,5
1992-1993,13,Arsenal,Everton,2:0,home,2:0,Anders Limpar,58
1992-1993,13,Coventry,Chelsea,1:2,away,0:1,Mick Harford,32
1992-1993,13,Coventry,Chelsea,1:2,home,1:1,Robert Rosario,58
1992-1993,13,Coventry,Chelsea,1:2,away,1:2,Graham Stuart,70
1992-1993,13,Ipswich,Crystal Palace,2:2,away,0:1,Chris Armstrong,60
1992-1993,13,Ipswich,Crystal Palace,2:2,home,1:1,Jason Dozzell,72
1992-1993,13,Ipswich,Crystal Palace,2:2,away,1:2,Chris Coleman,75
1992-1993,13,Ipswich,Crystal Palace,2:2,home,2:2,Jason Dozzell,83
1992-1993,13,Man City,Southampton,1:0,home,1:0,Mike Sheron,74
1992-1993,13,Middlesbrough,Sheff Wed,1:1,away,0:1,Mark Bright,29
1992-1993,13,Middlesbrough,Sheff Wed,1:1,home,1:1,Paul Wilkinson,34
1992-1993,13,Oldham Athletic,Aston Villa,1:1,home,1:0,Ian Olney,19
1992-1993,13,Oldham Athletic,Aston Villa,1:1,away,1:1,Dalian Atkinson,81
1992-1993,13,QPR,Leeds,2:1,away,0:1,Gordon Strachan,57
1992-1993,13,QPR,Leeds,2:1,home,1:1,David Bardsley,73
1992-1993,13,QPR,Leeds,2:1,home,2:1,Les Ferdinand,85
1992-1993,13,Liverpool,Norwich,4:1,away,0:1,Ian Butterworth,2
1992-1993,13,Liverpool,Norwich,4:1,home,1:1,Michael Thomas,15
1992-1993,13,Liverpool,Norwich,4:1,home,2:1,Don Hutchison,20
1992-1993,13,Liverpool,Norwich,4:1,home,3:1,David Burrows,52
1992-1993,13,Liverpool,Norwich,4:1,home,4:1,Mark Walters,89
1992-1993,13,Wimbledon FC,Spurs,1:1,home,1:0,Terry Gibson,38
1992-1993,13,Wimbledon FC,Spurs,1:1,away,1:1,Nick Barmby,48
1992-1993,14,Chelsea,Sheff Utd,1:2,away,0:1,Adrian Littlejohn,40
1992-1993,14,Chelsea,Sheff Utd,1:2,home,1:1,Andy Townsend,41
1992-1993,14,Chelsea,Sheff Utd,1:2,away,1:2,Brian Deane,57
1992-1993,14,Everton,Man City,1:3,away,0:1,Mike Sheron,12
1992-1993,14,Everton,Man City,1:3,away,0:2,David White,19
1992-1993,14,Everton,Man City,1:3,away,0:3,Mike Sheron,62
1992-1993,14,Everton,Man City,1:3,home,1:3,Ian Brightwell,68
1992-1993,14,Leeds,Coventry,2:2,away,0:1,Gary McAllister,12
1992-1993,14,Leeds,Coventry,2:2,home,1:1,Lee Chapman,70
1992-1993,14,Leeds,Coventry,2:2,away,1:2,Peter Ndlovu,77
1992-1993,14,Leeds,Coventry,2:2,home,2:2,Chris Fairclough,90
1992-1993,14,Man Utd,Wimbledon FC,0:1,away,0:1,Lawrie Sanchez,79
1992-1993,14,Norwich,Middlesbrough,1:1,away,0:1,Paul Wilkinson,64
1992-1993,14,Norwich,Middlesbrough,1:1,home,1:1,Daryl Sutch,86
1992-1993,14,Nottm Forest,Ipswich,0:1,away,0:1,Jason Dozzell,6
1992-1993,14,Southampton,Oldham Athletic,1:0,home,1:0,Richard Hall,58
1992-1993,14,Spurs,Liverpool,2:0,home,1:0,Nayim,63
1992-1993,14,Spurs,Liverpool,2:0,home,2:0,Neil Ruddock,72
1992-1993,14,Aston Villa,QPR,2:0,home,1:0,Dean Saunders,43
1992-1993,14,Aston Villa,QPR,2:0,home,2:0,Dalian Atkinson,79
1992-1993,14,Crystal Palace,Arsenal,1:2,away,0:1,Paul Merson,5
1992-1993,14,Crystal Palace,Arsenal,1:2,home,1:1,Eddie McGoldrick,69
1992-1993,14,Crystal Palace,Arsenal,1:2,away,1:2,Ian Wright,73
1992-1993,15,Arsenal,Coventry,3:0,home,1:0,Alan Smith,8
1992-1993,15,Arsenal,Coventry,3:0,home,2:0,Ian Wright,30
1992-1993,15,Arsenal,Coventry,3:0,home,3:0,Kevin Campbell,45
1992-1993,15,Aston Villa,Man Utd,1:0,home,1:0,Dalian Atkinson,12
1992-1993,15,Blackburn,Spurs,0:2,away,0:1,David Howells,67
1992-1993,15,Blackburn,Spurs,0:2,away,0:2,Teddy Sheringham,81
1992-1993,15,Chelsea,Crystal Palace,3:1,home,1:0,Richard Shaw,4
1992-1993,15,Chelsea,Crystal Palace,3:1,home,2:0,Graham Stuart,40
1992-1993,15,Chelsea,Crystal Palace,3:1,home,3:0,Mick Harford,58
1992-1993,15,Chelsea,Crystal Palace,3:1,away,3:1,Eric Young,70
1992-1993,15,Liverpool,Middlesbrough,4:1,home,1:0,Ronny Rosenthal,9
1992-1993,15,Liverpool,Middlesbrough,4:1,home,2:0,Ronny Rosenthal,38
1992-1993,15,Liverpool,Middlesbrough,4:1,away,2:1,Jimmy Phillips,41
1992-1993,15,Liverpool,Middlesbrough,4:1,home,3:1,Steve McManaman,45
1992-1993,15,Liverpool,Middlesbrough,4:1,home,4:1,Ian Rush,89
1992-1993,15,Man City,Leeds,4:0,home,1:0,Mike Sheron,13
1992-1993,15,Man City,Leeds,4:0,home,2:0,David White,37
1992-1993,15,Man City,Leeds,4:0,home,3:0,Andy Hill,75
1992-1993,15,Man City,Leeds,4:0,home,4:0,Ian Brightwell,80
1992-1993,15,Nottm Forest,Everton,0:1,away,0:1,Paul Rideout,52
1992-1993,15,Wimbledon FC,QPR,0:2,away,0:1,Bradley Allen,25
1992-1993,15,Wimbledon FC,QPR,0:2,away,0:2,Ray Wilkins,42
1992-1993,15,Sheff Utd,Sheff Wed,1:1,home,1:0,Adrian Littlejohn,61
1992-1993,15,Sheff Utd,Sheff Wed,1:1,away,1:1,David Hirst,84
1992-1993,15,Oldham Athletic,Norwich,2:3,away,0:1,Mark Robins,14
1992-1993,15,Oldham Athletic,Norwich,2:3,home,1:1,Graeme Sharp,25
1992-1993,15,Oldham Athletic,Norwich,2:3,away,1:2,Mark Robins,27
1992-1993,15,Oldham Athletic,Norwich,2:3,home,2:2,Ian Marshall,43
1992-1993,15,Oldham Athletic,Norwich,2:3,away,2:3,Mark Robins,90
1992-1993,16,Coventry,Man City,2:3,home,1:0,Micky Quinn,13
1992-1993,16,Coventry,Man City,2:3,home,2:0,Micky Quinn,49
1992-1993,16,Coventry,Man City,2:3,away,2:1,Mike Sheron,56
1992-1993,16,Coventry,Man City,2:3,away,2:2,Niall Quinn,66
1992-1993,16,Coventry,Man City,2:3,away,2:3,Keith Curle,78
1992-1993,16,Crystal Palace,Nottm Forest,1:1,home,1:0,Chris Armstrong,23
1992-1993,16,Crystal Palace,Nottm Forest,1:1,away,1:1,Gary Bannister,84
1992-1993,16,Everton,Chelsea,0:1,away,0:1,Robert Fleck,45
1992-1993,16,Leeds,Arsenal,3:0,home,1:0,Chris Fairclough,51
1992-1993,16,Leeds,Arsenal,3:0,home,2:0,Lee Chapman,56
1992-1993,16,Leeds,Arsenal,3:0,home,3:0,Gary McAllister,87
1992-1993,16,Man Utd,Oldham Athletic,3:0,home,1:0,Brian McClair,10
1992-1993,16,Man Utd,Oldham Athletic,3:0,home,2:0,Mark Hughes,11
1992-1993,16,Man Utd,Oldham Athletic,3:0,home,3:0,Brian McClair,28
1992-1993,16,Middlesbrough,Wimbledon FC,2:0,home,1:0,John Hendrie,49
1992-1993,16,Middlesbrough,Wimbledon FC,2:0,home,2:0,Chris Morris,56
1992-1993,16,Norwich,Sheff Utd,2:1,home,1:0,Paul Beesley,60
1992-1993,16,Norwich,Sheff Utd,2:1,away,1:1,Alan Cork,71
1992-1993,16,Norwich,Sheff Utd,2:1,home,2:1,Mark Robins,80
1992-1993,16,Sheff Wed,Ipswich,1:1,home,1:0,Neil Thompson,16
1992-1993,16,Sheff Wed,Ipswich,1:1,away,1:1,Chris Kiwomya,74
1992-1993,16,Southampton,Blackburn,1:1,home,1:0,Matt Le Tissier,22
1992-1993,16,Southampton,Blackburn,1:1,away,1:1,Kevin Moran,38
1992-1993,16,QPR,Liverpool,0:1,away,0:1,Ronny Rosenthal,87
1992-1993,17,Arsenal,Man Utd,0:1,away,0:1,Mark Hughes,27
1992-1993,17,Aston Villa,Norwich,2:3,away,0:1,David Phillips,17
1992-1993,17,Aston Villa,Norwich,2:3,away,0:2,Darren Beckford,30
1992-1993,17,Aston Villa,Norwich,2:3,home,1:2,Ray Houghton,45
1992-1993,17,Aston Villa,Norwich,2:3,home,2:2,Garry Parker,46
1992-1993,17,Aston Villa,Norwich,2:3,away,2:3,Daryl Sutch,49
1992-1993,17,Blackburn,QPR,1:0,home,1:0,Alan Shearer,17
1992-1993,17,Ipswich,Everton,1:0,home,1:0,Gavin Johnson,72
1992-1993,17,Liverpool,Crystal Palace,5:0,home,1:0,Steve McManaman,7
1992-1993,17,Liverpool,Crystal Palace,5:0,home,2:0,Mike Marsh,9
1992-1993,17,Liverpool,Crystal Palace,5:0,home,3:0,Steve McManaman,18
1992-1993,17,Liverpool,Crystal Palace,5:0,home,4:0,Ronny Rosenthal,61
1992-1993,17,Liverpool,Crystal Palace,5:0,home,5:0,Don Hutchison,72
1992-1993,17,Man City,Spurs,0:1,away,0:1,Terry Phelan,77
1992-1993,17,Nottm Forest,Southampton,1:2,away,0:1,Matt Le Tissier,21
1992-1993,17,Nottm Forest,Southampton,1:2,home,1:1,Nigel Clough,43
1992-1993,17,Nottm Forest,Southampton,1:2,away,1:2,Micky Adams,63
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,away,0:1,Willie Falconer,15
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,home,1:1,Gunnar Halle,21
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,home,2:1,Neil Pointon,24
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,home,3:1,Graeme Sharp,28
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,home,4:1,Neil Adams,60
1992-1993,17,Sheff Utd,Coventry,1:1,away,0:1,Micky Quinn,7
1992-1993,17,Sheff Utd,Coventry,1:1,home,1:1,Andy Pearce,37
1992-1993,17,Wimbledon FC,Sheff Wed,1:1,away,0:1,Chris Bart Williams,14
1992-1993,17,Wimbledon FC,Sheff Wed,1:1,home,1:1,Vinnie Jones,89
1992-1993,17,Chelsea,Leeds,1:0,home,1:0,Andy Townsend,87
1992-1993,18,Coventry,Ipswich,2:2,away,0:1,Chris Kiwomya,13
1992-1993,18,Coventry,Ipswich,2:2,home,1:1,Kevin Gallacher,16
1992-1993,18,Coventry,Ipswich,2:2,home,2:1,Micky Quinn,54
1992-1993,18,Coventry,Ipswich,2:2,away,2:2,Steve Whitton,70
1992-1993,18,Crystal Palace,Sheff Utd,2:0,home,1:0,Chris Armstrong,43
1992-1993,18,Crystal Palace,Sheff Utd,2:0,home,2:0,Gareth Southgate,76
1992-1993,18,Leeds,Nottm Forest,1:4,away,0:1,Nigel Clough,27
1992-1993,18,Leeds,Nottm Forest,1:4,away,0:2,Roy Keane,53
1992-1993,18,Leeds,Nottm Forest,1:4,away,0:3,Kingsley Black,54
1992-1993,18,Leeds,Nottm Forest,1:4,away,0:4,Roy Keane,67
1992-1993,18,Leeds,Nottm Forest,1:4,home,1:4,Gary Speed,87
1992-1993,18,Middlesbrough,Blackburn,3:2,away,0:1,Jason Wilcox,44
1992-1993,18,Middlesbrough,Blackburn,3:2,home,1:1,John Hendrie,52
1992-1993,18,Middlesbrough,Blackburn,3:2,home,2:1,John Hendrie,55
1992-1993,18,Middlesbrough,Blackburn,3:2,home,3:1,John Hendrie,66
1992-1993,18,Middlesbrough,Blackburn,3:2,away,3:2,Jimmy Phillips,74
1992-1993,18,Norwich,Wimbledon FC,2:1,away,0:1,Lawrie Sanchez,53
1992-1993,18,Norwich,Wimbledon FC,2:1,home,1:1,Mark Robins,77
1992-1993,18,Norwich,Wimbledon FC,2:1,home,2:1,David Phillips,88
1992-1993,18,QPR,Oldham Athletic,3:2,home,1:0,Les Ferdinand,24
1992-1993,18,QPR,Oldham Athletic,3:2,home,2:0,Gary Penrice,33
1992-1993,18,QPR,Oldham Athletic,3:2,away,2:1,Neil Adams,41
1992-1993,18,QPR,Oldham Athletic,3:2,away,2:2,Ian Olney,46
1992-1993,18,QPR,Oldham Athletic,3:2,home,3:2,Les Ferdinand,52
1992-1993,18,Sheff Wed,Aston Villa,1:2,away,0:1,Dalian Atkinson,19
1992-1993,18,Sheff Wed,Aston Villa,1:2,home,1:1,Mark Bright,26
1992-1993,18,Sheff Wed,Aston Villa,1:2,away,1:2,Dalian Atkinson,67
1992-1993,18,Southampton,Arsenal,2:0,home,1:0,Neil Maddison,16
1992-1993,18,Southampton,Arsenal,2:0,home,2:0,Iain Dowie,53
1992-1993,18,Spurs,Chelsea,1:2,away,0:1,Eddie Newton,76
1992-1993,18,Spurs,Chelsea,1:2,away,0:2,Eddie Newton,85
1992-1993,18,Spurs,Chelsea,1:2,home,1:2,Sol Campbell,88
1992-1993,18,Man Utd,Man City,2:1,home,1:0,Paul Ince,20
1992-1993,18,Man Utd,Man City,2:1,home,2:0,Mark Hughes,73
1992-1993,18,Man Utd,Man City,2:1,away,2:1,Niall Quinn,74
1992-1993,18,Everton,Liverpool,2:1,away,0:1,Mark Wright,62
1992-1993,18,Everton,Liverpool,2:1,home,1:1,Mo Johnston,63
1992-1993,18,Everton,Liverpool,2:1,home,2:1,Peter Beardsley,84
1992-1993,19,Aston Villa,Nottm Forest,2:1,away,0:1,Roy Keane,9
1992-1993,19,Aston Villa,Nottm Forest,2:1,home,1:1,Cyrille Regis,33
1992-1993,19,Aston Villa,Nottm Forest,2:1,home,2:1,Paul McGrath,47
1992-1993,19,Ipswich,Man City,3:1,away,0:1,Garry Flitcroft,37
1992-1993,19,Ipswich,Man City,3:1,home,1:1,Mick Stockwell,57
1992-1993,19,Ipswich,Man City,3:1,home,2:1,Gavin Johnson,61
1992-1993,19,Ipswich,Man City,3:1,home,3:1,Paul Goddard,88
1992-1993,19,Leeds,Sheff Wed,3:1,home,1:0,Gary Speed,32
1992-1993,19,Leeds,Sheff Wed,3:1,away,1:1,Roland Nilsson,37
1992-1993,19,Leeds,Sheff Wed,3:1,home,2:1,Lee Chapman,46
1992-1993,19,Leeds,Sheff Wed,3:1,home,3:1,Imre Varadi,79
1992-1993,19,Man Utd,Norwich,1:0,home,1:0,Mark Hughes,59
1992-1993,19,QPR,Crystal Palace,1:3,home,1:0,Gary Penrice,26
1992-1993,19,QPR,Crystal Palace,1:3,away,1:1,Eddie McGoldrick,46
1992-1993,19,QPR,Crystal Palace,1:3,away,1:2,Chris Armstrong,71
1992-1993,19,QPR,Crystal Palace,1:3,away,1:3,Eddie McGoldrick,89
1992-1993,19,Sheff Utd,Everton,1:0,home,1:0,Adrian Littlejohn,34
1992-1993,19,Southampton,Coventry,2:2,away,0:1,Micky Quinn,6
1992-1993,19,Southampton,Coventry,2:2,home,1:1,Neil Maddison,9
1992-1993,19,Southampton,Coventry,2:2,away,1:2,Micky Quinn,25
1992-1993,19,Southampton,Coventry,2:2,home,2:2,Iain Dowie,61
1992-1993,19,Spurs,Arsenal,1:0,home,1:0,Paul Allen,20
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,home,1:0,Neal Ardley,18
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,home,2:0,Dean Holdsworth,22
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,home,3:0,Neal Ardley,26
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,away,3:1,Mark Brennan,46
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,home,4:1,Andy Clarke,51
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,home,5:1,Dean Holdsworth,52
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,away,5:2,Mike Milligan,63
1992-1993,19,Liverpool,Blackburn,2:1,home,1:0,Mark Walters,77
1992-1993,19,Liverpool,Blackburn,2:1,away,1:1,Alan Shearer,80
1992-1993,19,Liverpool,Blackburn,2:1,home,2:1,Mark Walters,85
1992-1993,20,Arsenal,Middlesbrough,1:1,away,0:1,David Seaman,34
1992-1993,20,Arsenal,Middlesbrough,1:1,home,1:1,Ian Wright,81
1992-1993,20,Blackburn,Sheff Utd,1:0,home,1:0,Kevin Moran,27
1992-1993,20,Chelsea,Man Utd,1:1,home,1:0,David Lee,67
1992-1993,20,Chelsea,Man Utd,1:1,away,1:1,Eric Cantona,71
1992-1993,20,Coventry,Liverpool,5:1,home,1:0,Brian Borrows,37
1992-1993,20,Coventry,Liverpool,5:1,home,2:0,Brian Borrows,54
1992-1993,20,Coventry,Liverpool,5:1,home,3:0,Kevin Gallacher,61
1992-1993,20,Coventry,Liverpool,5:1,away,3:1,Jamie Redknapp,64
1992-1993,20,Coventry,Liverpool,5:1,home,4:1,Micky Quinn,71
1992-1993,20,Coventry,Liverpool,5:1,home,5:1,Micky Quinn,74
1992-1993,20,Everton,Southampton,2:1,away,0:1,Matt Le Tissier,5
1992-1993,20,Everton,Southampton,2:1,home,1:1,Peter Beardsley,11
1992-1993,20,Everton,Southampton,2:1,home,2:1,Paul Rideout,36
1992-1993,20,Man City,Aston Villa,1:1,away,0:1,Garry Parker,34
1992-1993,20,Man City,Aston Villa,1:1,home,1:1,Garry Flitcroft,58
1992-1993,20,Oldham Athletic,Spurs,2:1,home,1:0,Graeme Sharp,29
1992-1993,20,Oldham Athletic,Spurs,2:1,away,1:1,Teddy Sheringham,61
1992-1993,20,Oldham Athletic,Spurs,2:1,home,2:1,Ian Olney,90
1992-1993,20,Sheff Wed,QPR,1:0,home,1:0,Mark Bright,39
1992-1993,20,Crystal Palace,Leeds,1:0,home,1:0,Andy Thorn,30
1992-1993,20,Nottm Forest,Wimbledon FC,1:1,home,1:0,Nigel Clough,5
1992-1993,20,Nottm Forest,Wimbledon FC,1:1,away,1:1,Andy Clarke,13
1992-1993,20,Norwich,Ipswich,0:2,away,0:1,Chris Kiwomya,51
1992-1993,20,Norwich,Ipswich,0:2,away,0:2,Neil Thompson,87
1992-1993,21,Blackburn,Leeds,3:1,home,1:0,Jason Wilcox,8
1992-1993,21,Blackburn,Leeds,3:1,away,1:1,Gary McAllister,38
1992-1993,21,Blackburn,Leeds,3:1,home,2:1,Alan Shearer,45
1992-1993,21,Blackburn,Leeds,3:1,home,3:1,Alan Shearer,58
1992-1993,21,Chelsea,Southampton,1:1,away,0:1,Iain Dowie,2
1992-1993,21,Chelsea,Southampton,1:1,home,1:1,Eddie Newton,89
1992-1993,21,Coventry,Aston Villa,3:0,home,1:0,Micky Quinn,52
1992-1993,21,Coventry,Aston Villa,3:0,home,2:0,Micky Quinn,55
1992-1993,21,Coventry,Aston Villa,3:0,home,3:0,Robert Rosario,59
1992-1993,21,Crystal Palace,Wimbledon FC,2:0,home,1:0,Chris Coleman,3
1992-1993,21,Crystal Palace,Wimbledon FC,2:0,home,2:0,Geoff Thomas,37
1992-1993,21,Everton,Middlesbrough,2:2,home,1:0,Paul Rideout,47
1992-1993,21,Everton,Middlesbrough,2:2,away,1:1,Craig Hignett,49
1992-1993,21,Everton,Middlesbrough,2:2,home,2:1,Peter Beardsley,66
1992-1993,21,Everton,Middlesbrough,2:2,away,2:2,Craig Hignett,82
1992-1993,21,Man City,Sheff Utd,2:0,home,1:0,David White,20
1992-1993,21,Man City,Sheff Utd,2:0,home,2:0,David White,55
1992-1993,21,Sheff Wed,Man Utd,3:3,home,1:0,David Hirst,2
1992-1993,21,Sheff Wed,Man Utd,3:3,home,2:0,Mark Bright,6
1992-1993,21,Sheff Wed,Man Utd,3:3,home,3:0,John Sheridan,62
1992-1993,21,Sheff Wed,Man Utd,3:3,away,3:1,Brian McClair,67
1992-1993,21,Sheff Wed,Man Utd,3:3,away,3:2,Brian McClair,80
1992-1993,21,Sheff Wed,Man Utd,3:3,away,3:3,Eric Cantona,84
1992-1993,21,Nottm Forest,QPR,1:0,home,1:0,Gary Crosby,70
1992-1993,21,Oldham Athletic,Liverpool,3:2,home,1:0,Darren Beckford,20
1992-1993,21,Oldham Athletic,Liverpool,3:2,away,1:1,Ian Rush,30
1992-1993,21,Oldham Athletic,Liverpool,3:2,home,2:1,Ian Olney,35
1992-1993,21,Oldham Athletic,Liverpool,3:2,home,3:1,Ian Olney,36
1992-1993,21,Oldham Athletic,Liverpool,3:2,away,3:2,Ian Rush,59
1992-1993,22,Aston Villa,Arsenal,1:0,home,1:0,Dean Saunders,45
1992-1993,22,Ipswich,Blackburn,2:1,away,0:1,Roy Wegerle,72
1992-1993,22,Ipswich,Blackburn,2:1,home,1:1,Boncho Genchev,79
1992-1993,22,Ipswich,Blackburn,2:1,home,2:1,Chris Kiwomya,81
1992-1993,22,Liverpool,Man City,1:1,away,0:1,Niall Quinn,39
1992-1993,22,Liverpool,Man City,1:1,home,1:1,Ian Rush,49
1992-1993,22,Man Utd,Coventry,5:0,home,1:0,Ryan Giggs,6
1992-1993,22,Man Utd,Coventry,5:0,home,2:0,Mark Hughes,40
1992-1993,22,Man Utd,Coventry,5:0,home,3:0,Eric Cantona,64
1992-1993,22,Man Utd,Coventry,5:0,home,4:0,Lee Sharpe,78
1992-1993,22,Man Utd,Coventry,5:0,home,5:0,Denis Irwin,83
1992-1993,22,Middlesbrough,Crystal Palace,0:1,away,0:1,Simon Osborn,63
1992-1993,22,QPR,Everton,4:2,home,1:0,Andy Sinton,27
1992-1993,22,QPR,Everton,4:2,home,2:0,Gary Penrice,46
1992-1993,22,QPR,Everton,4:2,home,3:0,Andy Sinton,51
1992-1993,22,QPR,Everton,4:2,away,3:1,Stuart Barlow,65
1992-1993,22,QPR,Everton,4:2,away,3:2,Stuart Barlow,72
1992-1993,22,QPR,Everton,4:2,home,4:2,Andy Sinton,88
1992-1993,22,Southampton,Sheff Wed,1:2,away,0:1,John Sheridan,12
1992-1993,22,Southampton,Sheff Wed,1:2,away,0:2,David Hirst,63
1992-1993,22,Southampton,Sheff Wed,1:2,home,1:2,Ken Monkou,80
1992-1993,22,Spurs,Nottm Forest,2:1,home,1:0,Nick Barmby,35
1992-1993,22,Spurs,Nottm Forest,2:1,away,1:1,Scot Gemmill,73
1992-1993,22,Spurs,Nottm Forest,2:1,home,2:1,Gary Mabbutt,85
1992-1993,22,Sheff Utd,Oldham Athletic,2:0,home,1:0,John Gannon,45
1992-1993,22,Sheff Utd,Oldham Athletic,2:0,home,2:0,Adrian Littlejohn,77
1992-1993,23,Arsenal,Sheff Utd,1:1,home,1:0,David Hillier,43
1992-1993,23,Arsenal,Sheff Utd,1:1,away,1:1,Adrian Littlejohn,87
1992-1993,23,Chelsea,Man City,2:4,away,0:1,David White,26
1992-1993,23,Chelsea,Man City,2:4,away,0:2,Mike Sheron,29
1992-1993,23,Chelsea,Man City,2:4,away,0:3,Frank Sinclair,54
1992-1993,23,Chelsea,Man City,2:4,home,1:3,Graham Stuart,77
1992-1993,23,Chelsea,Man City,2:4,home,2:3,John Spencer,83
1992-1993,23,Chelsea,Man City,2:4,away,2:4,Mike Sheron,87
1992-1993,23,Coventry,Nottm Forest,0:1,away,0:1,Ian Woan,65
1992-1993,23,Crystal Palace,Everton,0:2,away,0:1,Matt Jackson,50
1992-1993,23,Crystal Palace,Everton,0:2,away,0:2,Peter Beardsley,85
1992-1993,23,Ipswich,Oldham Athletic,1:2,away,0:1,Mark Brennan,16
1992-1993,23,Ipswich,Oldham Athletic,1:2,away,0:2,Paul Bernard,51
1992-1993,23,Ipswich,Oldham Athletic,1:2,home,1:2,Chris Kiwomya,60
1992-1993,23,Leeds,Southampton,2:1,away,0:1,Kerry Dixon,19
1992-1993,23,Leeds,Southampton,2:1,home,1:1,Lee Chapman,50
1992-1993,23,Leeds,Southampton,2:1,home,2:1,Gary Speed,72
1992-1993,23,Liverpool,Aston Villa,1:2,home,1:0,John Barnes,42
1992-1993,23,Liverpool,Aston Villa,1:2,away,1:1,Garry Parker,54
1992-1993,23,Liverpool,Aston Villa,1:2,away,1:2,Dean Saunders,64
1992-1993,23,Man Utd,Spurs,4:1,home,1:0,Eric Cantona,40
1992-1993,23,Man Utd,Spurs,4:1,home,2:0,Denis Irwin,52
1992-1993,23,Man Utd,Spurs,4:1,home,3:0,Brian McClair,53
1992-1993,23,Man Utd,Spurs,4:1,home,4:0,Paul Parker,58
1992-1993,23,Man Utd,Spurs,4:1,away,4:1,Nick Barmby,88
1992-1993,23,Middlesbrough,QPR,0:1,away,0:1,Les Ferdinand,72
1992-1993,23,Sheff Wed,Norwich,1:0,home,1:0,Nigel Worthington,42
1992-1993,24,Everton,Leeds,2:0,home,1:0,Tony Cottee,30
1992-1993,24,Everton,Leeds,2:0,home,2:0,Tony Cottee,49
1992-1993,24,Man City,Arsenal,0:1,away,0:1,Paul Merson,79
1992-1993,24,Norwich,Coventry,1:1,home,1:0,Chris Sutton,13
1992-1993,24,Norwich,Coventry,1:1,away,1:1,Micky Quinn,57
1992-1993,24,Nottm Forest,Chelsea,3:0,home,1:0,Gary Bannister,9
1992-1993,24,Nottm Forest,Chelsea,3:0,home,2:0,Gary Bannister,58
1992-1993,24,Nottm Forest,Chelsea,3:0,home,3:0,Thorvaldur Orlygsson,89
1992-1993,24,Oldham Athletic,Blackburn,0:1,away,0:1,Stuart Ripley,80
1992-1993,24,Sheff Utd,Ipswich,3:0,home,1:0,Brian Deane,31
1992-1993,24,Sheff Utd,Ipswich,3:0,home,2:0,Brian Deane,72
1992-1993,24,Sheff Utd,Ipswich,3:0,home,3:0,Brian Deane,75
1992-1993,24,Southampton,Crystal Palace,1:0,home,1:0,Neil Maddison,50
1992-1993,24,Spurs,Sheff Wed,0:2,away,0:1,Mark Bright,54
1992-1993,24,Spurs,Sheff Wed,0:2,away,0:2,David Hirst,88
1992-1993,24,Wimbledon FC,Liverpool,2:0,home,1:0,John Fashanu,36
1992-1993,24,Wimbledon FC,Liverpool,2:0,home,2:0,Steve Cotterill,64
1992-1993,24,Aston Villa,Middlesbrough,5:1,home,1:0,Garry Parker,26
1992-1993,24,Aston Villa,Middlesbrough,5:1,home,2:0,Paul McGrath,32
1992-1993,24,Aston Villa,Middlesbrough,5:1,home,3:0,Dwight Yorke,44
1992-1993,24,Aston Villa,Middlesbrough,5:1,home,4:0,Dean Saunders,58
1992-1993,24,Aston Villa,Middlesbrough,5:1,home,5:0,Shaun Teale,68
1992-1993,24,Aston Villa,Middlesbrough,5:1,away,5:1,Craig Hignett,83
1992-1993,24,QPR,Man Utd,1:3,away,0:1,Paul Ince,26
1992-1993,24,QPR,Man Utd,1:3,away,0:2,Ryan Giggs,30
1992-1993,24,QPR,Man Utd,1:3,home,1:2,Bradley Allen,42
